Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass,SibSp,Parch
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6190276613150286,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.175794812326995,0.0,1.0,1.0,0.0,0.0,3,1,1
3.0460398271355635,0.0,1.0,0.0,0.0,1.0,2,2,0
-0.6508676429662412,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.46818379589595205,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6215824461076452,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.41240246854624546,0.0,1.0,0.0,0.0,1.0,2,0,0
1.9081007492015492,1.0,0.0,0.0,0.0,1.0,1,1,0
2.8117582522667957,1.0,0.0,1.0,0.0,0.0,1,0,0
-0.6157700317978059,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.2506366192320963,1.0,0.0,0.0,0.0,1.0,3,1,1
3.584792621077235,1.0,0.0,1.0,0.0,0.0,1,0,0
-0.6508676429662412,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.18927715914741908,0.0,1.0,0.0,1.0,0.0,3,1,0
-0.5706819849010379,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6915433868696473,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.2808533642574324,1.0,0.0,1.0,0.0,0.0,2,1,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.613449528580058,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
0.059881295725515364,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.4865470088594755,0.0,1.0,0.0,0.0,1.0,3,0,0
0.2932313224275429,1.0,0.0,0.0,0.0,1.0,3,1,1
-0.6157700317978059,0.0,1.0,0.0,0.0,1.0,3,0,0
2.097522980615683,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
0.02036580343098315,1.0,0.0,1.0,0.0,0.0,3,0,3
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6220454311246478,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.06098010624309386,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.35801567438028153,1.0,0.0,0.0,0.0,1.0,3,0,1
-0.1697536945750218,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.6494731097824985,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.3482539420940829,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.24505848649712567,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6494731097824985,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6508676429662412,1.0,0.0,1.0,0.0,0.0,3,0,0
2.8257035841042226,1.0,0.0,0.0,0.0,1.0,3,8,2
0.4124639096375409,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.04982384077315258,1.0,0.0,0.0,0.0,1.0,3,2,0
-0.6157700317978059,0.0,1.0,0.0,0.0,1.0,3,1,1
0.6195520874233266,0.0,1.0,0.0,0.0,1.0,1,0,0
1.3112405465596884,0.0,1.0,0.0,0.0,1.0,1,0,0
0.2932313224275429,0.0,1.0,0.0,1.0,0.0,3,1,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6459867768231419,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6555142275344717,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.3649883402989949,1.0,0.0,0.0,1.0,0.0,2,0,0
-0.20345677255971453,1.0,0.0,1.0,0.0,0.0,3,0,2
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
2.8257035841042226,1.0,0.0,0.0,0.0,1.0,3,8,2
0.24302812781280708,0.0,1.0,0.0,1.0,0.0,3,2,0
1.1599336961236093,1.0,0.0,0.0,0.0,1.0,3,0,5
-0.6327387115775865,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.2506366192320963,0.0,1.0,0.0,0.0,1.0,3,1,1
0.7868960694724464,1.0,0.0,0.0,0.0,1.0,2,0,0
0.2932313224275429,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.6508676429662412,1.0,0.0,1.0,0.0,0.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6201879129239025,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
3.0460398271355635,0.0,1.0,0.0,0.0,1.0,2,2,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
0.15540681881188803,0.0,1.0,1.0,0.0,0.0,3,2,0
0.3924774600481411,1.0,0.0,0.0,0.0,1.0,1,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
0.8438376484310269,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.15580836273759505,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5323323223481147,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6508676429662412,0.0,1.0,1.0,0.0,0.0,3,0,0
0.7868960694724464,0.0,1.0,0.0,0.0,1.0,2,0,1
-0.007987845260872626,1.0,0.0,0.0,0.0,1.0,2,2,3
-0.5706819849010379,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.18927715914741908,0.0,1.0,0.0,1.0,0.0,3,1,0
0.36667859614890164,1.0,0.0,0.0,0.0,1.0,3,3,1
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
0.42710650806683886,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
0.22908279597538042,1.0,0.0,0.0,0.0,1.0,2,0,1
0.4924152861278754,1.0,0.0,1.0,0.0,0.0,1,0,0
-0.24505848649712567,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5190842571025593,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.41240246854624546,0.0,1.0,0.0,0.0,1.0,2,1,0
3.3444699284564936,0.0,1.0,0.0,0.0,1.0,1,1,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
0.25418439328274833,1.0,0.0,0.0,0.0,1.0,3,1,2
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6225139942743854,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.24761327128974223,1.0,0.0,1.0,0.0,0.0,3,1,0
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.5711449699180405,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6225139942743854,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.21716782282227237,0.0,1.0,0.0,0.0,1.0,2,0,0
0.3964267780245002,1.0,0.0,0.0,0.0,1.0,2,1,0
2.661148668422588,1.0,0.0,0.0,0.0,1.0,1,1,0
-0.1697536945750218,0.0,1.0,0.0,0.0,1.0,3,1,0
0.6028176892184146,0.0,1.0,1.0,0.0,0.0,1,0,0
-0.0058960454852585486,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.46818379589595205,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.4328574812853829,1.0,0.0,0.0,0.0,1.0,3,0,2
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
0.49404410088648676,0.0,1.0,1.0,0.0,0.0,1,0,0
-0.15580836273759505,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.3649883402989949,1.0,0.0,0.0,1.0,0.0,2,0,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
0.6906732797942025,1.0,0.0,0.0,0.0,1.0,3,1,5
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.3552266080127962,0.0,1.0,0.0,0.0,1.0,2,0,0
0.3964267780245002,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6190276613150286,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5706819849010379,0.0,1.0,0.0,0.0,1.0,3,0,0
2.097522980615683,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.18927715914741908,1.0,0.0,0.0,1.0,0.0,3,1,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
1.2654552330710493,1.0,0.0,1.0,0.0,0.0,2,1,2
-0.6773637734573518,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.5850903017554672,0.0,1.0,0.0,0.0,1.0,3,0,1
0.07568414576368727,1.0,0.0,0.0,0.0,1.0,3,1,1
-0.5602229860229679,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,0,0
0.6235014053996858,0.0,1.0,1.0,0.0,0.0,2,1,0
-0.6915433868696473,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6201879129239025,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6648129748036679,0.0,1.0,0.0,0.0,1.0,3,0,0
0.41037210986192685,0.0,1.0,0.0,0.0,1.0,2,1,1
-0.505836191857004,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6139125135970606,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
2.8117582522667957,1.0,0.0,1.0,0.0,0.0,1,0,0
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
-1.0538877330678713,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.15580836273759505,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5323323223481147,1.0,0.0,0.0,0.0,1.0,3,0,1
-0.5999671817596339,1.0,0.0,0.0,1.0,0.0,3,0,0
2.8257035841042226,1.0,0.0,0.0,0.0,1.0,3,8,2
2.097522980615683,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,1,0
-1.0538877330678713,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
0.64744275109818,0.0,1.0,0.0,0.0,1.0,1,0,0
1.8467412891168717,0.0,1.0,0.0,0.0,1.0,1,1,0
-0.7749810963193384,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6327387115775865,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.614375498614063,1.0,0.0,0.0,1.0,0.0,3,0,0
3.2947297188587603,1.0,0.0,0.0,0.0,1.0,1,0,0
0.64744275109818,0.0,1.0,1.0,0.0,0.0,1,0,0
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6494731097824985,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
2.8257035841042226,0.0,1.0,0.0,0.0,1.0,3,8,2
0.3964267780245002,0.0,1.0,0.0,0.0,1.0,2,1,0
0.49404410088648676,1.0,0.0,0.0,0.0,1.0,2,1,2
-0.15580836273759505,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.15580836273759505,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6564457757012119,0.0,1.0,0.0,0.0,1.0,3,0,0
2.0642884657807277,1.0,0.0,0.0,0.0,1.0,1,1,0
-0.1697536945750218,1.0,0.0,0.0,0.0,1.0,3,3,0
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
2.8257035841042226,0.0,1.0,0.0,0.0,1.0,3,8,2
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
1.8467412891168717,0.0,1.0,0.0,0.0,1.0,1,1,0
2.9065865087612974,1.0,0.0,0.0,0.0,1.0,1,0,2
-0.6773637734573518,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.6357620595199407,1.0,0.0,0.0,0.0,1.0,3,0,0
2.097522980615683,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.24761327128974223,1.0,0.0,1.0,0.0,0.0,3,1,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
2.1256479258654046,0.0,1.0,0.0,0.0,1.0,1,1,0
0.42710650806683886,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6508676429662412,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.1697536945750218,0.0,1.0,0.0,0.0,1.0,3,1,0
-0.6118207138214465,0.0,1.0,0.0,0.0,1.0,3,2,0
0.3964267780245002,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6190276613150286,0.0,1.0,0.0,0.0,1.0,3,0,0
0.4522081053742068,0.0,1.0,0.0,0.0,1.0,2,1,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5695217332921642,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.18927715914741908,1.0,0.0,0.0,1.0,0.0,3,1,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
0.3964267780245002,1.0,0.0,0.0,0.0,1.0,2,1,0
-0.5706819849010379,0.0,1.0,0.0,0.0,1.0,3,0,0
0.22908279597538042,1.0,0.0,0.0,0.0,1.0,2,0,1
-0.6222797126995165,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.6215824461076452,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.6215824461076452,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6283208304514897,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.6215824461076452,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.6215824461076452,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.5239651232456587,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.613449528580058,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.8300651570771737,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-1.0538877330678713,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6190276613150286,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6494731097824985,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5397679732838306,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.5706819849010379,0.0,1.0,0.0,0.0,1.0,3,0,0
0.19328791821507368,1.0,0.0,1.0,0.0,0.0,3,1,1
1.7628350165174433,0.0,1.0,0.0,0.0,1.0,1,0,0
0.4924152861278754,0.0,1.0,1.0,0.0,0.0,1,0,0
-0.6157700317978059,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6225139942743854,1.0,0.0,0.0,1.0,0.0,3,0,0
-0.5253596564294014,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
0.42710650806683886,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6118207138214465,1.0,0.0,0.0,0.0,1.0,3,0,0
1.9081007492015492,0.0,1.0,0.0,0.0,1.0,1,1,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
1.9081007492015492,0.0,1.0,0.0,0.0,1.0,1,1,0
0.4924152861278754,0.0,1.0,1.0,0.0,0.0,1,0,0
0.4124639096375409,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.47027559567156607,1.0,0.0,0.0,0.0,1.0,3,1,1
0.11752014127596723,1.0,0.0,0.0,0.0,1.0,2,3,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,1.0,0.0,0.0,3,0,0
0.6195520874233266,1.0,0.0,0.0,0.0,1.0,1,0,0
2.8257035841042226,0.0,1.0,0.0,0.0,1.0,3,8,2
-0.17533182730999242,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6118207138214465,1.0,0.0,0.0,0.0,1.0,3,1,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.24761327128974223,1.0,0.0,1.0,0.0,0.0,3,0,1
0.11752014127596723,0.0,1.0,0.0,0.0,1.0,2,1,0
-0.6157700317978059,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
0.2932313224275429,0.0,1.0,0.0,0.0,1.0,3,2,0
-0.3845118048713922,1.0,0.0,1.0,0.0,0.0,2,0,0
2.9223893587994687,1.0,0.0,1.0,0.0,0.0,1,1,0
-0.6506333613913725,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.551855786920512,0.0,1.0,0.0,0.0,1.0,3,0,0
3.5297085603193996,0.0,1.0,1.0,0.0,0.0,1,1,0
-0.6215824461076452,0.0,1.0,0.0,0.0,1.0,3,0,0
0.2025866654842697,0.0,1.0,0.0,0.0,1.0,3,0,0
0.3964267780245002,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6157700317978059,0.0,1.0,0.0,0.0,1.0,3,0,0
0.926349387846713,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6048480479027332,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.18927715914741908,1.0,0.0,0.0,1.0,0.0,3,1,0
0.6906732797942025,0.0,1.0,0.0,0.0,1.0,3,1,5
-0.6157700317978059,1.0,0.0,0.0,0.0,1.0,3,0,0
0.4522081053742068,1.0,0.0,0.0,0.0,1.0,2,2,1
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
0.6028176892184146,0.0,1.0,1.0,0.0,0.0,1,0,1
2.0140852711659916,1.0,0.0,0.0,0.0,1.0,1,0,1
-0.46818379589595205,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6940981716622638,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.551855786920512,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6564457757012119,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.3008398138468323,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
0.6195520874233266,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.6271605788426159,0.0,1.0,0.0,0.0,1.0,3,0,0
1.8467412891168717,0.0,1.0,0.0,0.0,1.0,1,0,0
3.2261688894132368,0.0,1.0,1.0,0.0,0.0,1,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.5051389252651327,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.32873047752168555,1.0,0.0,0.0,0.0,1.0,2,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.613449528580058,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,0,0
-0.15580836273759505,0.0,1.0,0.0,0.0,1.0,3,0,1
-0.6215824461076452,1.0,0.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6201879129239025,0.0,1.0,0.0,0.0,1.0,3,0,0
-1.0538877330678713,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6494731097824985,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.32873047752168555,0.0,1.0,0.0,0.0,1.0,2,0,0
